Interval,Hatchback,Sedan,SUV,MUV,Bus,Truck,Three-wheeler,Two-wheeler,LCV,Mini-bus,tempo-traveller,bicycle,Van,Others,Total
10:00:00 - 10:15:00,16,10,22,10,12,2,4,62,2,0,1,0,1,0,142
