Interval,Hatchback,Sedan,SUV,MUV,Bus,Truck,Three-wheeler,Two-wheeler,LCV,Mini-bus,tempo-traveller,bicycle,Van,Others,Total
09:00:00 - 09:15:00,23,12,24,6,8,2,9,224,3,0,3,1,3,0,318
