Interval,Hatchback,Sedan,SUV,MUV,Bus,Truck,Three-wheeler,Two-wheeler,LCV,Mini-bus,tempo-traveller,bicycle,Van,Others,Total
14:00:00 - 14:15:00,20,16,18,11,9,5,7,149,9,0,2,0,4,0,250
