video,status,start_time,end_time,elapsed_seconds,output_dir,error
/home/users/oauser/mvsa/vehicle-counting/dataset/DC646KA01 - Traffic & Transport Primary Surveys Hubballi-Dharwad in the state of Karnataka/TVC - 7 Days and 24 Hour CTVC/TVC 5 - Gokul Rd Near Airport/Cam 3 - EB Backup cam/2026-07-16/20260716_024309_tp00052.mp4,failed,2026-08-22 20:30:39,2026-08-22 20:36:13,334.14,/home/users/oauser/mvsa/vehicle-counting/output/dataset/DC646KA01 - Traffic & Transport Primary Surveys Hubballi-Dharwad in the state of Karnataka/TVC - 7 Days and 24 Hour CTVC/TVC 5 - Gokul Rd Near Airport/Cam 3 - EB Backup cam/2026-07-16/20260716_024309_tp00052,Pipeline finished but expected output files are missing
/home/users/oauser/mvsa/vehicle-counting/dataset/DC646KA01 - Traffic & Transport Primary Surveys Hubballi-Dharwad in the state of Karnataka/TVC - 7 Days and 24 Hour CTVC/TVC 5 - Gokul Rd Near Airport/Cam 3 - EB Backup cam/2026-07-17/20260717_151100_tp00101.mp4,completed,2026-08-22 20:36:13,2026-08-22 20:42:35,382.38,/home/users/oauser/mvsa/vehicle-counting/output/dataset/DC646KA01 - Traffic & Transport Primary Surveys Hubballi-Dharwad in the state of Karnataka/TVC - 7 Days and 24 Hour CTVC/TVC 5 - Gokul Rd Near Airport/Cam 3 - EB Backup cam/2026-07-17/20260717_151100_tp00101,
/home/users/oauser/mvsa/vehicle-counting/dataset/DC646KA01 - Traffic & Transport Primary Surveys Hubballi-Dharwad in the state of Karnataka/TVC - 7 Days and 24 Hour CTVC/TVC 5 - Gokul Rd Near Airport/Cam 3 - EB Backup cam/2026-07-18/20260718_195501_tp00018.mp4,completed,2026-08-22 20:42:35,2026-08-22 20:49:40,424.43,/home/users/oauser/mvsa/vehicle-counting/output/dataset/DC646KA01 - Traffic & Transport Primary Surveys Hubballi-Dharwad in the state of Karnataka/TVC - 7 Days and 24 Hour CTVC/TVC 5 - Gokul Rd Near Airport/Cam 3 - EB Backup cam/2026-07-18/20260718_195501_tp00018,
/home/users/oauser/mvsa/vehicle-counting/dataset/DC646KA01 - Traffic & Transport Primary Surveys Hubballi-Dharwad in the state of Karnataka/TVC - 7 Days and 24 Hour CTVC/TVC 5 - Gokul Rd Near Airport/Cam 3 - EB Backup cam/2026-07-19/20260719_182930_tp00055.mp4,completed,2026-08-22 20:49:40,2026-08-22 20:56:38,418.67,/home/users/oauser/mvsa/vehicle-counting/output/dataset/DC646KA01 - Traffic & Transport Primary Surveys Hubballi-Dharwad in the state of Karnataka/TVC - 7 Days and 24 Hour CTVC/TVC 5 - Gokul Rd Near Airport/Cam 3 - EB Backup cam/2026-07-19/20260719_182930_tp00055,
/home/users/oauser/mvsa/vehicle-counting/dataset/DC646KA01 - Traffic & Transport Primary Surveys Hubballi-Dharwad in the state of Karnataka/TVC - 7 Days and 24 Hour CTVC/TVC 5 - Gokul Rd Near Airport/Cam 3 - EB Backup cam/2026-07-20/20260720_234604_tp00102.mp4,completed,2026-08-22 20:56:38,2026-08-22 21:02:58,379.93,/home/users/oauser/mvsa/vehicle-counting/output/dataset/DC646KA01 - Traffic & Transport Primary Surveys Hubballi-Dharwad in the state of Karnataka/TVC - 7 Days and 24 Hour CTVC/TVC 5 - Gokul Rd Near Airport/Cam 3 - EB Backup cam/2026-07-20/20260720_234604_tp00102,
/home/users/oauser/mvsa/vehicle-counting/dataset/DC646KA01 - Traffic & Transport Primary Surveys Hubballi-Dharwad in the state of Karnataka/TVC - 7 Days and 24 Hour CTVC/TVC 5 - Gokul Rd Near Airport/Cam 3 - EB Backup cam/2026-07-21/20260721_130940_tp00123.mp4,completed,2026-08-22 21:02:58,2026-08-22 21:10:03,424.67,/home/users/oauser/mvsa/vehicle-counting/output/dataset/DC646KA01 - Traffic & Transport Primary Surveys Hubballi-Dharwad in the state of Karnataka/TVC - 7 Days and 24 Hour CTVC/TVC 5 - Gokul Rd Near Airport/Cam 3 - EB Backup cam/2026-07-21/20260721_130940_tp00123,
/home/users/oauser/mvsa/vehicle-counting/dataset/DC646KA01 - Traffic & Transport Primary Surveys Hubballi-Dharwad in the state of Karnataka/TVC - 7 Days and 24 Hour CTVC/TVC 5 - Gokul Rd Near Airport/Cam 3 - EB Backup cam/2026-07-22/20260722_053159_tp00151.mp4,failed,2026-08-22 21:10:03,2026-08-22 21:16:25,381.85,/home/users/oauser/mvsa/vehicle-counting/output/dataset/DC646KA01 - Traffic & Transport Primary Surveys Hubballi-Dharwad in the state of Karnataka/TVC - 7 Days and 24 Hour CTVC/TVC 5 - Gokul Rd Near Airport/Cam 3 - EB Backup cam/2026-07-22/20260722_053159_tp00151,Pipeline finished but expected output files are missing
/home/users/oauser/mvsa/vehicle-counting/dataset/DC646KA01 - Traffic & Transport Primary Surveys Hubballi-Dharwad in the state of Karnataka/TVC - 7 Days and 24 Hour CTVC/TVC 5 - Gokul Rd Near Airport/Cam 4 -WB Backup cam/2026-07-16/20260716_132928_tp00006.mp4,completed,2026-08-22 21:16:25,2026-08-22 21:22:22,357.17,/home/users/oauser/mvsa/vehicle-counting/output/dataset/DC646KA01 - Traffic & Transport Primary Surveys Hubballi-Dharwad in the state of Karnataka/TVC - 7 Days and 24 Hour CTVC/TVC 5 - Gokul Rd Near Airport/Cam 4 -WB Backup cam/2026-07-16/20260716_132928_tp00006,
/home/users/oauser/mvsa/vehicle-counting/dataset/DC646KA01 - Traffic & Transport Primary Surveys Hubballi-Dharwad in the state of Karnataka/TVC - 7 Days and 24 Hour CTVC/TVC 5 - Gokul Rd Near Airport/Cam 4 -WB Backup cam/2026-07-17/20260717_074715_tp00023.mp4,completed,2026-08-22 21:22:22,2026-08-22 21:28:44,382.43,/home/users/oauser/mvsa/vehicle-counting/output/dataset/DC646KA01 - Traffic & Transport Primary Surveys Hubballi-Dharwad in the state of Karnataka/TVC - 7 Days and 24 Hour CTVC/TVC 5 - Gokul Rd Near Airport/Cam 4 -WB Backup cam/2026-07-17/20260717_074715_tp00023,
/home/users/oauser/mvsa/vehicle-counting/dataset/DC646KA01 - Traffic & Transport Primary Surveys Hubballi-Dharwad in the state of Karnataka/TVC - 7 Days and 24 Hour CTVC/TVC 5 - Gokul Rd Near Airport/Cam 4 -WB Backup cam/2026-07-18/20260718_041511_tp00045.mp4,completed,2026-08-22 21:28:44,2026-08-22 21:34:35,350.77,/home/users/oauser/mvsa/vehicle-counting/output/dataset/DC646KA01 - Traffic & Transport Primary Surveys Hubballi-Dharwad in the state of Karnataka/TVC - 7 Days and 24 Hour CTVC/TVC 5 - Gokul Rd Near Airport/Cam 4 -WB Backup cam/2026-07-18/20260718_041511_tp00045,
/home/users/oauser/mvsa/vehicle-counting/dataset/DC646KA01 - Traffic & Transport Primary Surveys Hubballi-Dharwad in the state of Karnataka/TVC - 7 Days and 24 Hour CTVC/TVC 5 - Gokul Rd Near Airport/Cam 4 -WB Backup cam/2026-07-19/20260719_214013_tp00011.mp4,completed,2026-08-22 21:34:35,2026-08-22 21:40:50,375.42,/home/users/oauser/mvsa/vehicle-counting/output/dataset/DC646KA01 - Traffic & Transport Primary Surveys Hubballi-Dharwad in the state of Karnataka/TVC - 7 Days and 24 Hour CTVC/TVC 5 - Gokul Rd Near Airport/Cam 4 -WB Backup cam/2026-07-19/20260719_214013_tp00011,
/home/users/oauser/mvsa/vehicle-counting/dataset/DC646KA01 - Traffic & Transport Primary Surveys Hubballi-Dharwad in the state of Karnataka/TVC - 7 Days and 24 Hour CTVC/TVC 5 - Gokul Rd Near Airport/Cam 4 -WB Backup cam/2026-07-20/20260720_201837_tp00033.mp4,completed,2026-08-22 21:40:50,2026-08-22 21:46:41,350.59,/home/users/oauser/mvsa/vehicle-counting/output/dataset/DC646KA01 - Traffic & Transport Primary Surveys Hubballi-Dharwad in the state of Karnataka/TVC - 7 Days and 24 Hour CTVC/TVC 5 - Gokul Rd Near Airport/Cam 4 -WB Backup cam/2026-07-20/20260720_201837_tp00033,
/home/users/oauser/mvsa/vehicle-counting/dataset/DC646KA01 - Traffic & Transport Primary Surveys Hubballi-Dharwad in the state of Karnataka/TVC - 7 Days and 24 Hour CTVC/TVC 5 - Gokul Rd Near Airport/Cam 4 -WB Backup cam/2026-07-21/20260721_094604_tp00044.mp4,completed,2026-08-22 21:46:41,2026-08-22 21:53:01,379.77,/home/users/oauser/mvsa/vehicle-counting/output/dataset/DC646KA01 - Traffic & Transport Primary Surveys Hubballi-Dharwad in the state of Karnataka/TVC - 7 Days and 24 Hour CTVC/TVC 5 - Gokul Rd Near Airport/Cam 4 -WB Backup cam/2026-07-21/20260721_094604_tp00044,
/home/users/oauser/mvsa/vehicle-counting/dataset/DC646KA01 - Traffic & Transport Primary Surveys Hubballi-Dharwad in the state of Karnataka/TVC - 7 Days and 24 Hour CTVC/TVC 5 - Gokul Rd Near Airport/Cam 4 -WB Backup cam/2026-07-22/20260722_044559_tp00064.mp4,failed,2026-08-22 21:53:01,2026-08-22 21:58:46,345.58,/home/users/oauser/mvsa/vehicle-counting/output/dataset/DC646KA01 - Traffic & Transport Primary Surveys Hubballi-Dharwad in the state of Karnataka/TVC - 7 Days and 24 Hour CTVC/TVC 5 - Gokul Rd Near Airport/Cam 4 -WB Backup cam/2026-07-22/20260722_044559_tp00064,Pipeline finished but expected output files are missing
/home/users/oauser/mvsa/vehicle-counting/dataset/DC646KA01 - Traffic & Transport Primary Surveys Hubballi-Dharwad in the state of Karnataka/TVC - 7 Days and 24 Hour CTVC/TVC 6 - Gabbur Rd/Cam 03 - Backup/2026-07-14/20260714_115253_tp00016.mp4,completed,2026-08-22 21:58:46,2026-08-22 22:04:48,361.48,/home/users/oauser/mvsa/vehicle-counting/output/dataset/DC646KA01 - Traffic & Transport Primary Surveys Hubballi-Dharwad in the state of Karnataka/TVC - 7 Days and 24 Hour CTVC/TVC 6 - Gabbur Rd/Cam 03 - Backup/2026-07-14/20260714_115253_tp00016,
/home/users/oauser/mvsa/vehicle-counting/dataset/DC646KA01 - Traffic & Transport Primary Surveys Hubballi-Dharwad in the state of Karnataka/TVC - 7 Days and 24 Hour CTVC/TVC 6 - Gabbur Rd/Cam 03 - Backup/2026-07-15/20260715_213548_tp00067.mp4,completed,2026-08-22 22:04:48,2026-08-22 22:11:02,374.33,/home/users/oauser/mvsa/vehicle-counting/output/dataset/DC646KA01 - Traffic & Transport Primary Surveys Hubballi-Dharwad in the state of Karnataka/TVC - 7 Days and 24 Hour CTVC/TVC 6 - Gabbur Rd/Cam 03 - Backup/2026-07-15/20260715_213548_tp00067,
/home/users/oauser/mvsa/vehicle-counting/dataset/DC646KA01 - Traffic & Transport Primary Surveys Hubballi-Dharwad in the state of Karnataka/TVC - 7 Days and 24 Hour CTVC/TVC 6 - Gabbur Rd/Cam 03 - Backup/2026-07-16/20260716_013423_tp00072.mp4,completed,2026-08-22 22:11:02,2026-08-22 22:16:56,353.75,/home/users/oauser/mvsa/vehicle-counting/output/dataset/DC646KA01 - Traffic & Transport Primary Surveys Hubballi-Dharwad in the state of Karnataka/TVC - 7 Days and 24 Hour CTVC/TVC 6 - Gabbur Rd/Cam 03 - Backup/2026-07-16/20260716_013423_tp00072,
/home/users/oauser/mvsa/vehicle-counting/dataset/DC646KA01 - Traffic & Transport Primary Surveys Hubballi-Dharwad in the state of Karnataka/TVC - 7 Days and 24 Hour CTVC/TVC 6 - Gabbur Rd/Cam 03 - Backup/2026-07-17/20260717_204619_tp00135.mp4,completed,2026-08-22 22:16:56,2026-08-22 22:23:00,364.49,/home/users/oauser/mvsa/vehicle-counting/output/dataset/DC646KA01 - Traffic & Transport Primary Surveys Hubballi-Dharwad in the state of Karnataka/TVC - 7 Days and 24 Hour CTVC/TVC 6 - Gabbur Rd/Cam 03 - Backup/2026-07-17/20260717_204619_tp00135,
/home/users/oauser/mvsa/vehicle-counting/dataset/DC646KA01 - Traffic & Transport Primary Surveys Hubballi-Dharwad in the state of Karnataka/TVC - 7 Days and 24 Hour CTVC/TVC 6 - Gabbur Rd/Cam 03 - Backup/2026-07-18/20260718_115359_tp00153.mp4,completed,2026-08-22 22:23:00,2026-08-22 22:29:17,376.83,/home/users/oauser/mvsa/vehicle-counting/output/dataset/DC646KA01 - Traffic & Transport Primary Surveys Hubballi-Dharwad in the state of Karnataka/TVC - 7 Days and 24 Hour CTVC/TVC 6 - Gabbur Rd/Cam 03 - Backup/2026-07-18/20260718_115359_tp00153,
/home/users/oauser/mvsa/vehicle-counting/dataset/DC646KA01 - Traffic & Transport Primary Surveys Hubballi-Dharwad in the state of Karnataka/TVC - 7 Days and 24 Hour CTVC/TVC 6 - Gabbur Rd/Cam 03 - Backup/2026-07-19/20260719_042618_tp00176.mp4,completed,2026-08-22 22:29:17,2026-08-22 22:34:50,332.26,/home/users/oauser/mvsa/vehicle-counting/output/dataset/DC646KA01 - Traffic & Transport Primary Surveys Hubballi-Dharwad in the state of Karnataka/TVC - 7 Days and 24 Hour CTVC/TVC 6 - Gabbur Rd/Cam 03 - Backup/2026-07-19/20260719_042618_tp00176,
/home/users/oauser/mvsa/vehicle-counting/dataset/DC646KA01 - Traffic & Transport Primary Surveys Hubballi-Dharwad in the state of Karnataka/TVC - 7 Days and 24 Hour CTVC/TVC 7 - Hubli Gadag Rd/Cam 3 - Backup Cam/2026-07-14/20260714_110820_tp00020.mp4,completed,2026-08-22 22:34:50,2026-08-22 22:40:44,354.03,/home/users/oauser/mvsa/vehicle-counting/output/dataset/DC646KA01 - Traffic & Transport Primary Surveys Hubballi-Dharwad in the state of Karnataka/TVC - 7 Days and 24 Hour CTVC/TVC 7 - Hubli Gadag Rd/Cam 3 - Backup Cam/2026-07-14/20260714_110820_tp00020,
/home/users/oauser/mvsa/vehicle-counting/dataset/DC646KA01 - Traffic & Transport Primary Surveys Hubballi-Dharwad in the state of Karnataka/TVC - 7 Days and 24 Hour CTVC/TVC 7 - Hubli Gadag Rd/Cam 3 - Backup Cam/2026-07-15/20260715_150056_tp00052.mp4,completed,2026-08-22 22:40:44,2026-08-22 22:46:42,358.66,/home/users/oauser/mvsa/vehicle-counting/output/dataset/DC646KA01 - Traffic & Transport Primary Surveys Hubballi-Dharwad in the state of Karnataka/TVC - 7 Days and 24 Hour CTVC/TVC 7 - Hubli Gadag Rd/Cam 3 - Backup Cam/2026-07-15/20260715_150056_tp00052,
/home/users/oauser/mvsa/vehicle-counting/dataset/DC646KA01 - Traffic & Transport Primary Surveys Hubballi-Dharwad in the state of Karnataka/TVC - 7 Days and 24 Hour CTVC/TVC 7 - Hubli Gadag Rd/Cam 3 - Backup Cam/2026-07-16/20260716_162241_tp00079.mp4,completed,2026-08-22 22:46:42,2026-08-22 22:52:46,363.67,/home/users/oauser/mvsa/vehicle-counting/output/dataset/DC646KA01 - Traffic & Transport Primary Surveys Hubballi-Dharwad in the state of Karnataka/TVC - 7 Days and 24 Hour CTVC/TVC 7 - Hubli Gadag Rd/Cam 3 - Backup Cam/2026-07-16/20260716_162241_tp00079,
/home/users/oauser/mvsa/vehicle-counting/dataset/DC646KA01 - Traffic & Transport Primary Surveys Hubballi-Dharwad in the state of Karnataka/TVC - 7 Days and 24 Hour CTVC/TVC 7 - Hubli Gadag Rd/Cam 3 - Backup Cam/2026-07-17/20260717_172326_tp00105.mp4,completed,2026-08-22 22:52:46,2026-08-22 22:58:54,368.32,/home/users/oauser/mvsa/vehicle-counting/output/dataset/DC646KA01 - Traffic & Transport Primary Surveys Hubballi-Dharwad in the state of Karnataka/TVC - 7 Days and 24 Hour CTVC/TVC 7 - Hubli Gadag Rd/Cam 3 - Backup Cam/2026-07-17/20260717_172326_tp00105,
/home/users/oauser/mvsa/vehicle-counting/dataset/DC646KA01 - Traffic & Transport Primary Surveys Hubballi-Dharwad in the state of Karnataka/TVC - 7 Days and 24 Hour CTVC/TVC 7 - Hubli Gadag Rd/Cam 3 - Backup Cam/2026-07-18/20260718_220320_tp00134.mp4,completed,2026-08-22 22:58:54,2026-08-22 23:04:38,343.79,/home/users/oauser/mvsa/vehicle-counting/output/dataset/DC646KA01 - Traffic & Transport Primary Surveys Hubballi-Dharwad in the state of Karnataka/TVC - 7 Days and 24 Hour CTVC/TVC 7 - Hubli Gadag Rd/Cam 3 - Backup Cam/2026-07-18/20260718_220320_tp00134,
/home/users/oauser/mvsa/vehicle-counting/dataset/DC646KA01 - Traffic & Transport Primary Surveys Hubballi-Dharwad in the state of Karnataka/TVC - 7 Days and 24 Hour CTVC/TVC 7 - Hubli Gadag Rd/Cam 3 - Backup Cam/2026-07-19/20260719_165937_tp00002.mp4,completed,2026-08-22 23:04:38,2026-08-22 23:10:47,369.18,/home/users/oauser/mvsa/vehicle-counting/output/dataset/DC646KA01 - Traffic & Transport Primary Surveys Hubballi-Dharwad in the state of Karnataka/TVC - 7 Days and 24 Hour CTVC/TVC 7 - Hubli Gadag Rd/Cam 3 - Backup Cam/2026-07-19/20260719_165937_tp00002,
/home/users/oauser/mvsa/vehicle-counting/dataset/DC646KA01 - Traffic & Transport Primary Surveys Hubballi-Dharwad in the state of Karnataka/TVC - 7 Days and 24 Hour CTVC/TVC 7 - Hubli Gadag Rd/Cam 3 - Backup Cam/2026-07-20/20260720_090206_tp00017.mp4,completed,2026-08-22 23:10:47,2026-08-22 23:16:56,368.79,/home/users/oauser/mvsa/vehicle-counting/output/dataset/DC646KA01 - Traffic & Transport Primary Surveys Hubballi-Dharwad in the state of Karnataka/TVC - 7 Days and 24 Hour CTVC/TVC 7 - Hubli Gadag Rd/Cam 3 - Backup Cam/2026-07-20/20260720_090206_tp00017,
/home/users/oauser/mvsa/vehicle-counting/dataset/DC646KA01 - Traffic & Transport Primary Surveys Hubballi-Dharwad in the state of Karnataka/TVC - 7 Days and 24 Hour CTVC/TVC 7 - Hubli Gadag Rd/Cam 3 - Backup Cam/2026-07-21/20260721_004731_tp00037.mp4,completed,2026-08-22 23:16:56,2026-08-22 23:22:30,333.85,/home/users/oauser/mvsa/vehicle-counting/output/dataset/DC646KA01 - Traffic & Transport Primary Surveys Hubballi-Dharwad in the state of Karnataka/TVC - 7 Days and 24 Hour CTVC/TVC 7 - Hubli Gadag Rd/Cam 3 - Backup Cam/2026-07-21/20260721_004731_tp00037,
/home/users/oauser/mvsa/vehicle-counting/dataset/DC646KA01 - Traffic & Transport Primary Surveys Hubballi-Dharwad in the state of Karnataka/TVC - 7 Days and 24 Hour CTVC/TVC 8 - Keshavapur/Cam 2  - Backup/2026-07-14/20260714_135410_tp00037.mp4,completed,2026-08-22 23:22:30,2026-08-22 23:30:43,493.1,/home/users/oauser/mvsa/vehicle-counting/output/dataset/DC646KA01 - Traffic & Transport Primary Surveys Hubballi-Dharwad in the state of Karnataka/TVC - 7 Days and 24 Hour CTVC/TVC 8 - Keshavapur/Cam 2  - Backup/2026-07-14/20260714_135410_tp00037,
/home/users/oauser/mvsa/vehicle-counting/dataset/DC646KA01 - Traffic & Transport Primary Surveys Hubballi-Dharwad in the state of Karnataka/TVC - 7 Days and 24 Hour CTVC/TVC 8 - Keshavapur/Cam 2  - Backup/2026-07-15/20260715_073009_tp00060.mp4,completed,2026-08-22 23:30:43,2026-08-22 23:37:16,393.26,/home/users/oauser/mvsa/vehicle-counting/output/dataset/DC646KA01 - Traffic & Transport Primary Surveys Hubballi-Dharwad in the state of Karnataka/TVC - 7 Days and 24 Hour CTVC/TVC 8 - Keshavapur/Cam 2  - Backup/2026-07-15/20260715_073009_tp00060,
/home/users/oauser/mvsa/vehicle-counting/dataset/DC646KA01 - Traffic & Transport Primary Surveys Hubballi-Dharwad in the state of Karnataka/TVC - 7 Days and 24 Hour CTVC/TVC 8 - Keshavapur/Cam 2  - Backup/2026-07-16/20260716_201234_tp00117.mp4,completed,2026-08-22 23:37:16,2026-08-22 23:43:17,360.47,/home/users/oauser/mvsa/vehicle-counting/output/dataset/DC646KA01 - Traffic & Transport Primary Surveys Hubballi-Dharwad in the state of Karnataka/TVC - 7 Days and 24 Hour CTVC/TVC 8 - Keshavapur/Cam 2  - Backup/2026-07-16/20260716_201234_tp00117,
/home/users/oauser/mvsa/vehicle-counting/dataset/DC646KA01 - Traffic & Transport Primary Surveys Hubballi-Dharwad in the state of Karnataka/TVC - 7 Days and 24 Hour CTVC/TVC 8 - Keshavapur/Cam 2  - Backup/2026-07-17/20260717_132116_tp00140.mp4,completed,2026-08-22 23:43:17,2026-08-22 23:51:14,477.57,/home/users/oauser/mvsa/vehicle-counting/output/dataset/DC646KA01 - Traffic & Transport Primary Surveys Hubballi-Dharwad in the state of Karnataka/TVC - 7 Days and 24 Hour CTVC/TVC 8 - Keshavapur/Cam 2  - Backup/2026-07-17/20260717_132116_tp00140,
/home/users/oauser/mvsa/vehicle-counting/dataset/DC646KA01 - Traffic & Transport Primary Surveys Hubballi-Dharwad in the state of Karnataka/TVC - 7 Days and 24 Hour CTVC/TVC 8 - Keshavapur/Cam 2  - Backup/2026-07-18/20260718_200109_tp00006.mp4,completed,2026-08-22 23:51:14,2026-08-22 23:57:52,398.14,/home/users/oauser/mvsa/vehicle-counting/output/dataset/DC646KA01 - Traffic & Transport Primary Surveys Hubballi-Dharwad in the state of Karnataka/TVC - 7 Days and 24 Hour CTVC/TVC 8 - Keshavapur/Cam 2  - Backup/2026-07-18/20260718_200109_tp00006,
/home/users/oauser/mvsa/vehicle-counting/dataset/DC646KA01 - Traffic & Transport Primary Surveys Hubballi-Dharwad in the state of Karnataka/TVC - 7 Days and 24 Hour CTVC/TVC 8 - Keshavapur/Cam 2  - Backup/2026-07-19/20260719_002342_tp00012.mp4,failed,2026-08-22 23:57:52,2026-08-23 00:03:49,356.78,/home/users/oauser/mvsa/vehicle-counting/output/dataset/DC646KA01 - Traffic & Transport Primary Surveys Hubballi-Dharwad in the state of Karnataka/TVC - 7 Days and 24 Hour CTVC/TVC 8 - Keshavapur/Cam 2  - Backup/2026-07-19/20260719_002342_tp00012,Pipeline finished but expected output files are missing
/home/users/oauser/mvsa/vehicle-counting/dataset/DC646KA01 - Traffic & Transport Primary Surveys Hubballi-Dharwad in the state of Karnataka/TVC - 7 Days and 24 Hour CTVC/TVC 8 - Keshavapur/Cam 2  - Backup/2026-07-20/20260720_131750_tp00062.mp4,completed,2026-08-23 00:03:49,2026-08-23 00:11:56,486.58,/home/users/oauser/mvsa/vehicle-counting/output/dataset/DC646KA01 - Traffic & Transport Primary Surveys Hubballi-Dharwad in the state of Karnataka/TVC - 7 Days and 24 Hour CTVC/TVC 8 - Keshavapur/Cam 2  - Backup/2026-07-20/20260720_131750_tp00062,
/home/users/oauser/mvsa/vehicle-counting/dataset/DC646KA01 - Traffic & Transport Primary Surveys Hubballi-Dharwad in the state of Karnataka/TVC - 7 Days and 24 Hour CTVC/TVC 8 - Keshavapur/Cam 2  - Backup/2026-07-21/20260721_013408_tp00080.mp4,completed,2026-08-23 00:11:56,2026-08-23 00:17:56,360.2,/home/users/oauser/mvsa/vehicle-counting/output/dataset/DC646KA01 - Traffic & Transport Primary Surveys Hubballi-Dharwad in the state of Karnataka/TVC - 7 Days and 24 Hour CTVC/TVC 8 - Keshavapur/Cam 2  - Backup/2026-07-21/20260721_013408_tp00080,
